#SampleID	Seq_Run	Myco_Rel_Abund	Latitude	Longitude	pH	Total_Alkalinity	Total_Hardness	Free_Chlorine	Total_Chlorine	Nitrite	Nitrate	Total_Iron	Source of Household Water	Showerhead Installation Time Frame	Frequency of Household Shower Usage	Frequency of Showerhead Cleaning	Showerhead Cleaning Solution	Showerhead Material	Interior Showerhead Finish	Showerhead System Setup	Does the Showerhead Have a Filter?	Showerhead Spray Pattern Description	How is Water Heated	Age of Hot Water Heater	Hot Water Heater Flush Frequency	Description
NTM01415	2	0.76	41.73	-111.81	7	200	25/425	0	0	0.3	0	0.15	Municipal Water System	More than 6 Months Ago	10-13 times/week	Never	NA	Metal	Do Not Know	Fixed/Permanent	Yes	Drenching Forced Spray Ideal For Rinsing Shampoo	Electric Tankless Water Heater	1-5 Years	Never	Showerhead
NTM01488	2	49.32	21.30	-157.83	6.8	160	250	0	0	0	5	0.225	Municipal Water System	More than 6 Months Ago	5-9 times/week	Never	NA	Metal	Do Not Know	Fixed/Permanent	Do Not Know	Wide Coverage That Feels Like Drenching Rain	Hot Water Heater	Do Not Know	Do Not Know	Showerhead
NTM01472	2	2.25	21.30	-157.78	6.8	60	100	0	0.25	0	1	0.15	Unknown/Other	More than 6 Months Ago	14+ times/week	Never	NA	Metal	Chrome	Fixed Showerhead w/ Additional Handheld Unit	Do Not Know	Multiple Interchangeable Spray Patterns	Electric Tankless Water Heater	6-10 Years	Never	Showerhead
NTM01000	2	0.04	43.11	-71.54	6.3	120	425	0	0	0	0.5	0.15	Well-Water System	More than 6 Months Ago	10-13 times/week	Never	NA	Combination of Plastic/Metal	Brass	Fixed Showerhead w/ Additional Handheld Unit	Do Not Know	Multiple Interchangeable Spray Patterns	Hot Water Heater	>10 Years	Yearly	Showerhead
NTM01077	2	5.92	37.57	-77.43	6.8	120	185	0	1.5	0	1.5	0.15	Municipal Water System	More than 6 Months Ago	14+ times/week	Once a Year	Baking Soda/Vinegar	Plastic	No Finish	Fixed/Permanent	No	Drenching Forced Spray Ideal For Rinsing Shampoo	Hot Water Heater	>10 Years	Do Not Know	Showerhead
NTM01298	2	0.01	43.41	-73.03	7	210	120	0	0	0	5	0.3	Well-Water System	More than 6 Months Ago	5-9 times/week	Never	NA	Combination of Plastic/Metal	Do Not Know	Fixed Showerhead w/ Additional Handheld Unit	Yes	Multiple Interchangeable Spray Patterns	Electric Tankless Water Heater	6-10 Years	NA	Showerhead
NTM00526	2	0.09	45.50	-122.66	6.2	60	50	0	0.5	0	1	0.1	Municipal Water System	More than 6 Months Ago	5-9 times/week	Never	NA	Combination of Plastic/Metal	Do Not Know	Fixed/Permanent	Yes	Wide Coverage That Feels Like Drenching Rain	Hot Water Heater	>10 Years	Do Not Know	Showerhead
NTM00628	2	3.13	34.18	-118.13	7.2	180	250	0	0.5	0	10	0.15	Municipal Water System	More than 6 Months Ago	14+ times/week	Never	NA	Combination of Plastic/Metal	Do Not Know	Fixed/Permanent	No	Multiple Interchangeable Spray Patterns	Hot Water Heater	>10 Years	Never	Showerhead
NTM00998	2	40.18	33.05	-117.26	6.8	120	120	0	0.5	0.15	1	0.11	Municipal Water System	More than 6 Months Ago	10-13 times/week	Never	NA	Plastic	No Finish	Fixed Showerhead w/ Additional Handheld Unit	Yes	Drenching Forced Spray Ideal For Rinsing Shampoo	Hot Water Heater	6-10 Years	Never	Showerhead
DUST01464	2	0.34	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Dust
DUST01462	2	0.19	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Dust
NTM01126	2	23.99	38.62	-90.32	6.8	120	250	0	0.5	0	2	0	Municipal Water System	More than 6 Months Ago	10-13 times/week	Never	NA	Combination of Plastic/Metal	Do Not Know	Fixed Showerhead w/ Additional Handheld Unit	Do Not Know	Drenching Forced Spray Ideal For Rinsing Shampoo	Hot Water Heater	Do Not Know	Never	Showerhead
NTM01464	2	50.74	21.51	-158.01	6.2	120	180	0	0	3	0	0.15	Municipal Water System	More than 6 Months Ago	14+ times/week	Never	NA	Metal	Do Not Know	Fixed Showerhead w/ Additional Handheld Unit	No	Multiple Interchangeable Spray Patterns	Hot Water Heater	6-10 Years	Do Not Know	Showerhead
NTM01227	2	0.06	47.30	-122.87	6.8	80	120	0	0	1	5	0.3	Well-Water System	More than 6 Months Ago	1-4 times/week	Never	NA	Solid Brass	Chrome	Fixed/Permanent	No	Drenching Forced Spray Ideal For Rinsing Shampoo	Hot Water Heater	>10 Years	Never	Showerhead
NTM01173	2	0	33.84	-84.33	6.2	80	0	0.5	0.5	1	15	0.15	Municipal Water System	More than 6 Months Ago	5-9 times/week	Never	NA	Metal	Brass	Fixed/Permanent	No	Drenching Forced Spray Ideal For Rinsing Shampoo	Hot Water Heater	1-5 Years	Never	Showerhead
NTM01467	2	8.63	21.65	-157.92	6.8	120	425	0	0	1.25	10	0.15	Municipal Water System	More than 6 Months Ago	14+ times/week	Never	NA	Combination of Plastic/Metal	Do Not Know	Fixed/Permanent	Yes	Drenching Forced Spray Ideal For Rinsing Shampoo	Hot Water Heater	Do Not Know	Never	Showerhead
NTM01323	2	31.45	39.72	-84.15	6.4	70	338	0	0	0.3	7	0.15	Municipal Water System	More than 6 Months Ago	14+ times/week	Never	NA	Metal	No Finish	Fixed/Permanent	Yes	Drenching Forced Spray Ideal For Rinsing Shampoo	Hot Water Heater	6-10 Years	Never	Showerhead
NTM01315	2	0.02	44.07	-121.34	6.2	60	425	0	0	0	7.5	0	Municipal Water System	More than 6 Months Ago	5-9 times/week	Once a Year	Bleach and Water	Combination of Plastic/Metal	Chrome	Fixed/Permanent	No	Multiple Interchangeable Spray Patterns	Hot Water Heater	1-5 Years	Every 6 Months	Showerhead
DUST01489	2	0.03	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Dust
DUST01490	2	0.19	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Dust
EXT_BLNK_24	2	36.94	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Showerhead
NTM01302	2	18.56	32.86	-117.22	6.2	0	0	0	0	0.3	5	0.3	Municipal Water System	More than 6 Months Ago	1-4 times/week	Never	NA	Combination of Plastic/Metal	Do Not Know	Fixed/Permanent	Do Not Know	Targeted Pattern Producing Sharp Pointed Spray	Hot Water Heater	>10 Years	Never	Showerhead
NTM00559	2	5.81	43.58	-116.38	7.2	180	50	0	0	0	2	0	Municipal Water System	More than 6 Months Ago	1-4 times/week	Never	NA	Plastic	Do Not Know	Fixed/Permanent	Yes	Wide Coverage That Feels Like Drenching Rain	Hot Water Heater	1-5 Years	Never	Showerhead
NTM00970	2	20.98	33.69	-116.27	7.8	120	425	0	0	0.15	2	0	Municipal Water System	More than 6 Months Ago	5-9 times/week	Never	Vinegar	Plastic	Do Not Know	Fixed/Permanent	No	Wide Coverage That Feels Like Drenching Rain	Hot Water Heater	>10 Years	Never	Showerhead
NTM01439	2	4.9	40.15	-75.16	6.8	180	250	0	0.25	0	4	0.15	Municipal Water System	More than 6 Months Ago	5-9 times/week	Never	NA	Plastic	No Finish	Fixed/Permanent	No	Multiple Interchangeable Spray Patterns	Hot Water Heater	6-10 Years	Never	Showerhead
NTM00982	2	0.16	28.06	-82.40	7.2	180	250	0	4	0	1	0.1	Municipal Water System	Within the Last Month	1-4 times/week	Never	NA	Metal	Do Not Know	Fixed/Permanent	Do Not Know	Multiple Interchangeable Spray Patterns	Hot Water Heater	>10 Years	Do Not Know	Showerhead
NTM01151	2	71.65	40.59	-74.22	6.5	60	120	0	0.25	1	0	0.1	Municipal Water System	More than 6 Months Ago	5-9 times/week	Never	NA	Combination of Plastic/Metal	Do Not Know	Fixed/Permanent	Yes	Targeted Pattern Producing Sharp Pointed Spray	Hot Water Heater	6-10 Years	Do Not Know	Showerhead
NTM00506	2	0.46	40.01	-105.25	6.5	60	120	0	0.5	0	1.5	0	Municipal Water System	Within the Last 6 Months	10-13 times/week	Never	NA	Metal	Do Not Know	Fixed/Permanent	No	Drenching Forced Spray Ideal For Rinsing Shampoo	Hot Water Heater	Do Not Know	Do Not Know	Showerhead
DUST01482	2	0.07	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Dust
NTM00073	2	0.02	33.62	-97.15	7.2	180	250	0	0.5	0.15	20	0.15	Municipal Water System	More than 6 Months Ago	10-13 times/week	Never	Vinegar	Combination of Plastic/Metal	Do Not Know	Fixed/Permanent	Do Not Know	Multiple Interchangeable Spray Patterns	Hot Water Heater	>10 Years	Never	Showerhead
NTM01148	2	0.46	42.35	-71.08	6.2	110	50	0	0.5	0	0	0.05	Municipal Water System	Within the Last 6 Months	10-13 times/week	Never	NA	Combination of Plastic/Metal	Chrome	Fixed/Permanent	Yes	Multiple Interchangeable Spray Patterns	Hot Water Heater	Do Not Know	Do Not Know	Showerhead
NTM01255	2	0.07	47.11	-114.05	6.2	80	250	0	0	0.3	5	0.15	Well-Water System	More than 6 Months Ago	1-4 times/week	Once a Month	Undiluted Bleach	Combination of Plastic/Metal	Do Not Know	Fixed/Permanent	Yes	Targeted Pattern Producing Sharp Pointed Spray	Hot Water Heater	1-5 Years	Yearly	Showerhead
NTM01023	2	53.76	38.96	-76.95	6.2	120	425	0	0	0.2	5	0.1	Municipal Water System	More than 6 Months Ago	5-9 times/week	Never	NA	Plastic	No Finish	Fixed Showerhead w/ Additional Handheld Unit	Yes	Multiple Interchangeable Spray Patterns	Hot Water Heater	Do Not Know	Do Not Know	Showerhead
NTM01462	2	6.41	21.38	-157.74	7.2	120	120	0	0	1	0.3	0.15	Municipal Water System	More than 6 Months Ago	14+ times/week	Never	NA	Combination of Plastic/Metal	No Finish	Fixed/Permanent	No	Wide Coverage That Feels Like Drenching Rain	Hot Water Heater	6-10 Years	Do Not Know	Showerhead
NTM01169	2	0.36	40.78	-73.95	6.2	80	50	0	0	0	0	0.15	Municipal Water System	More than 6 Months Ago	1-4 times/week	Never	NA	Plastic	Chrome	Fixed Showerhead w/ Additional Handheld Unit	Yes	Multiple Interchangeable Spray Patterns	Hot Water Heater	6-10 Years	Never	Showerhead
NTM01139	2	0.03	38.82	-121.11	6.8	60	120	0	0	0.075	1	0	Municipal Water System	More than 6 Months Ago	5-9 times/week	Never	NA	Combination of Plastic/Metal	Chrome	Fixed/Permanent	Yes	Multiple Interchangeable Spray Patterns	Hot Water Heater	6-10 Years	Never	Showerhead
DUST01483	2	14.27	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Dust
DUST01488	2	0.47	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Dust
NTM00078	2	7.66	36.13	-97.06	6.2	80	250	0	0	0	0	0	Municipal Water System	Within the Last 6 Months	1-4 times/week	Never	NA	Combination of Plastic/Metal	Do Not Know	Fixed/Permanent	No	Multiple Interchangeable Spray Patterns	Hot Water Heater	6-10 Years	Do Not Know	Showerhead
NTM01021	2	98.22	44.99	-93.10	6.8	120	120	0	2	0	1	0.15	Municipal Water System	More than 6 Months Ago	10-13 times/week	Never	NA	Combination of Plastic/Metal	Do Not Know	Fixed Showerhead w/ Additional Handheld Unit	Do Not Know	Multiple Interchangeable Spray Patterns	Hot Water Heater	>10 Years	Never	Showerhead
NTM00286	2	0	40.19	-105.11	6.2	60	120	0	0	0	0.5	0.15	Municipal Water System	More than 6 Months Ago	5-9 times/week	Never	NA	Plastic	Do Not Know	Fixed/Permanent	Yes	Fine Misting of Water (Low Flow)	Hot Water Heater	6-10 Years	Every Few Years	Showerhead
NTM01241	2	12.33	37.38	-121.88	6.5	100	185	0	0.5	0	2	0.1	Municipal Water System	More than 6 Months Ago	14+ times/week	Never	NA	Plastic	Do Not Know	Fixed Showerhead w/ Additional Handheld Unit	Yes	Multiple Interchangeable Spray Patterns	Hot Water Heater	1-5 Years	Never	Showerhead
NTM00117	2	0.67	42.00	-73.97	6.8	240	50	0	0	1	0	0	Well-Water System	More than 6 Months Ago	5-9 times/week	Never	NA	Combination of Plastic/Metal	Do Not Know	Fixed/Permanent	Do Not Know	Drenching Forced Spray Ideal For Rinsing Shampoo	Hot Water Heater	>10 Years	Never	Showerhead
NTM00581	2	0.3	19.44	-155.24	6.2	40	120	0	0	0	5	0	Water Catchment	More than 6 Months Ago	5-9 times/week	Never	NA	Metal	Chrome	Fixed/Permanent	No	Wide Coverage That Feels Like Drenching Rain	Hot Water Heater	Do Not Know	Never	Showerhead
DUST01481	2	0.72	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Dust
DUST01463	2	0.34	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Dust
NTM01318	2	0.31	31.70	-89.27	6.9	160	120	0	0	0.3	2	0.12	Municipal Water System	More than 6 Months Ago	1-4 times/week	Never	NA	Combination of Plastic/Metal	Do Not Know	Fixed Showerhead w/ Additional Handheld Unit	Do Not Know	Multiple Interchangeable Spray Patterns	Hot Water Heater	>10 Years	Do Not Know	Showerhead
NTM01343	2	50.15	40.27	-76.77	6.7	80	150	0.5	0.1	0	3.5	0.15	Municipal Water System	More than 6 Months Ago	5-9 times/week	Never	NA	Solid Brass	Chrome	Fixed/Permanent	No	Drenching Forced Spray Ideal For Rinsing Shampoo	Gas Tankless Water Heater	6-10 Years	Never	Showerhead
NTM01083	2	12.83	40.02	-75.21	6.2	120	120	0	0	1.5	2	NA	Municipal Water System	More than 6 Months Ago	14+ times/week	Never	NA	Plastic	Do Not Know	Fixed/Permanent	Yes	Wide Coverage That Feels Like Drenching Rain	Hot Water Heater	<1 Year	Yearly	Showerhead
NTM01097	2	15.72	41.13	-73.32	6.2	40	120	0	0	0	0	0.15	Municipal Water System	More than 6 Months Ago	5-9 times/week	Never	NA	Metal	Nickel	Fixed Showerhead w/ Additional Handheld Unit	No	Drenching Forced Spray Ideal For Rinsing Shampoo	Hot Water Heater	1-5 Years	Never	Showerhead
NTM00038	2	0.11	27.85	-82.63	6.5	150	120	0	1	0.3	5	0.25	Do Not Know	Do Not Know	14+ times/week	Never	NA	Combination of Plastic/Metal	Do Not Know	Fixed/Permanent	No	Multiple Interchangeable Spray Patterns	Hot Water Heater	6-10 Years	Never	Showerhead
NTM01361	2	7.32	35.78	-84.08	6.2	80	250	0.5	0.5	0.3	5	0.15	Municipal Water System	More than 6 Months Ago	10-13 times/week	Never	NA	Combination of Plastic/Metal	Chrome	Fixed Showerhead w/ Additional Handheld Unit	Yes	Multiple Interchangeable Spray Patterns	Hot Water Heater	>10 Years	Never	Showerhead
NTM00379	2	91.5	41.95	-87.68	6.6	100	225	0.25	0.5	0	0	0.15	Municipal Water System	More than 6 Months Ago	5-9 times/week	Never	NA	Combination of Plastic/Metal	Do Not Know	Fixed/Permanent	No	Drenching Forced Spray Ideal For Rinsing Shampoo	Hot Water Heater	Do Not Know	Do Not Know	Showerhead
NTM01486	2	6.42	21.41	-157.95	6.8	150	185	0	0	0.05	2	0.08	Municipal Water System	More than 6 Months Ago	5-9 times/week	Never	Commercial Cleaning Solution	Combination of Plastic/Metal	Do Not Know	Fixed/Permanent	Yes	Wide Coverage That Feels Like Drenching Rain	Hot Water Heater	6-10 Years	Never	Showerhead
DUST01480	2	0.69	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Dust
DUST01467	2	0.7	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Dust
NTM01235	2	42.19	30.30	-97.72	7.2	120	50	0	0.5	0	2	0.7	Municipal Water System	More than 6 Months Ago	10-13 times/week	Never	NA	Combination of Plastic/Metal	No Finish	Fixed/Permanent	No	Wide Coverage That Feels Like Drenching Rain	Hot Water Heater	Do Not Know	Do Not Know	Showerhead
NTM01286	2	0.12	40.39	-78.71	6.5	140	250	0	0	0	1	0	Well-Water System	More than 6 Months Ago	10-13 times/week	Never	NA	Plastic	No Finish	Fixed/Permanent	Do Not Know	Targeted Pattern Producing Sharp Pointed Spray	Hot Water Heater	6-10 Years	Every Few Years	Showerhead
NTM01109	2	0.09	40.07	-105.19	6.2	100	120	0	0.25	0	1	0.15	Municipal Water System	More than 6 Months Ago	1-4 times/week	Never	NA	Plastic	No Finish	Hand-Held Unit	Yes	Wide Coverage That Feels Like Drenching Rain	Hot Water Heater	6-10 Years	Do Not Know	Showerhead
NTM01348	2	6.17	37.80	-122.40	6.2	80	425	0	0	0.2	10	0.25	Municipal Water System	More than 6 Months Ago	1-4 times/week	Never	NA	Combination of Plastic/Metal	Brass	Fixed/Permanent	No	Drenching Forced Spray Ideal For Rinsing Shampoo	Hot Water Heater	>10 Years	Never	Showerhead
NTM01284	2	0.07	38.86	-107.64	6.4	100	120	0	0	0.8	1	0.3	Unknown/Other	More than 6 Months Ago	5-9 times/week	Never	NA	Plastic	Do Not Know	Fixed Showerhead w/ Additional Handheld Unit	Yes	Multiple Interchangeable Spray Patterns	Hot Water Heater	>10 Years	Never	Showerhead
NTM01141	2	15.57	41.90	-87.78	6.4	150	300	0	0.1	0.05	1	0.15	Municipal Water System	More than 6 Months Ago	5-9 times/week	Never	NA	Combination of Plastic/Metal	Do Not Know	Fixed Showerhead w/ Additional Handheld Unit	Yes	Drenching Forced Spray Ideal For Rinsing Shampoo	Hot Water Heater	1-5 Years	Never	Showerhead
NTM01237	2	0.61	41.12	-73.43	6.2	120	120	0	0	0	1	0	Municipal Water System	More than 6 Months Ago	5-9 times/week	Never	NA	Metal	Nickel	Fixed/Permanent	No	Multiple Interchangeable Spray Patterns	Hot Water Heater	Do Not Know	Never	Showerhead
NTM00968	2	9.96	38.67	-90.42	7.8	80	120	0	0.5	0	5	0.15	Municipal Water System	More than 6 Months Ago	14+ times/week	Never	NA	Combination of Plastic/Metal	Chrome/Brass	Fixed/Permanent	No	Multiple Interchangeable Spray Patterns	Hot Water Heater	>10 Years	Never	Showerhead
DUST01472	2	0.18	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Dust
DUST01486	2	0.13	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Dust
EXT_BLNK_29	2	0	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Showerhead
NTM01120	2	62.28	41.75	-88.10	6.8	60	425	0	0	0.3	5	0.15	Municipal Water System	More than 6 Months Ago	14+ times/week	Never	NA	Combination of Plastic/Metal	Do Not Know	Fixed/Permanent	Yes	Drenching Forced Spray Ideal For Rinsing Shampoo	Hot Water Heater	1-5 Years	Never	Showerhead
NTM01022	2	2.18	39.95	-75.17	6.5	120	120	0	0.3	0	2	0.15	Municipal Water System	More than 6 Months Ago	10-13 times/week	Never	NA	Combination of Plastic/Metal	Chrome	Fixed/Permanent	Yes	Drenching Forced Spray Ideal For Rinsing Shampoo	Hot Water Heater	1-5 Years	Never	Showerhead
NTM01144	2	0.03	41.97	-87.71	6.7	120	NA	0	0	0	5	0.07	Municipal Water System	More than 6 Months Ago	5-9 times/week	Never	NA	Combination of Plastic/Metal	Do Not Know	Fixed/Permanent	Yes	Drenching Forced Spray Ideal For Rinsing Shampoo	Hot Water Heater	>10 Years	Never	Showerhead
NTM00432	2	14.59	40.46	-74.79	6.2	150	250	0	0	0	10	0.15	Well-Water System	More than 6 Months Ago	10-13 times/week	Once a Year	Vinegar	Combination of Plastic/Metal	Do Not Know	Fixed Showerhead w/ Additional Handheld Unit	Yes	Targeted Pattern Producing Sharp Pointed Spray	Hot Water Heater	>10 Years	Do Not Know	Showerhead
NTM00536	2	0.07	37.56	-122.03	6.8	220	250	0	0.05	0	1	0.1	Municipal Water System	More than 6 Months Ago	1-4 times/week	Never	NA	Plastic	No Finish	Fixed Showerhead w/ Additional Handheld Unit	No	Multiple Interchangeable Spray Patterns	Hot Water Heater	>10 Years	Never	Showerhead
DUST01478	2	0.43	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Dust
